open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1771816800000,2026-02-23 03:20:00 UTC,64791.01000000,64807.81000000,64723.36000000,64764.97000000,84.41482000,1771817099999,2026-02-23 03:24:59 UTC,5467210.81476650,16480,49.09824000,3179808.69691410
1771817100000,2026-02-23 03:25:00 UTC,64764.97000000,64776.47000000,64700.00000000,64769.26000000,68.00725000,1771817399999,2026-02-23 03:29:59 UTC,4402958.85419960,13048,39.07737000,2529879.00206770
1771817400000,2026-02-23 03:30:00 UTC,64769.26000000,64879.94000000,64721.68000000,64780.90000000,105.85546000,1771817699999,2026-02-23 03:34:59 UTC,6858492.53746980,25220,61.81972000,4005433.80921720
1771817700000,2026-02-23 03:35:00 UTC,64780.90000000,64918.18000000,64757.83000000,64903.26000000,92.52973000,1771817999999,2026-02-23 03:39:59 UTC,6001841.26145090,16477,63.73127000,4133603.07202300
1771818000000,2026-02-23 03:40:00 UTC,64903.26000000,65016.76000000,64900.58000000,65016.75000000,82.37552000,1771818299999,2026-02-23 03:44:59 UTC,5351908.77148560,13483,55.20275000,3586513.69180980
1771818300000,2026-02-23 03:45:00 UTC,65016.75000000,65016.76000000,64909.76000000,64935.54000000,61.84474000,1771818599999,2026-02-23 03:49:59 UTC,4017150.81859400,15798,33.98571000,2207510.15520850
1771818600000,2026-02-23 03:50:00 UTC,64935.54000000,65000.00000000,64927.01000000,64976.99000000,68.55477000,1771818899999,2026-02-23 03:54:59 UTC,4452803.05223120,13601,45.65823000,2965423.35858760
1771818900000,2026-02-23 03:55:00 UTC,64976.99000000,65002.40000000,64934.17000000,64934.17000000,49.82804000,1771819199999,2026-02-23 03:59:59 UTC,3237215.42522920,12029,28.05981000,1822971.28839700
1771819200000,2026-02-23 04:00:00 UTC,64934.18000000,64997.44000000,64890.30000000,64916.87000000,95.61790000,1771819499999,2026-02-23 04:04:59 UTC,6210504.29912250,21575,55.03654000,3574757.51914960
1771819500000,2026-02-23 04:05:00 UTC,64916.86000000,64948.73000000,64828.62000000,64945.74000000,74.51325000,1771819799999,2026-02-23 04:09:59 UTC,4834828.30495740,17132,40.77556000,2645893.59850770
1771819800000,2026-02-23 04:10:00 UTC,64945.75000000,65040.29000000,64937.29000000,65023.03000000,93.63049000,1771820099999,2026-02-23 04:14:59 UTC,6086238.25018360,9032,73.40388000,4771828.25618680
1771820100000,2026-02-23 04:15:00 UTC,65023.03000000,65023.03000000,64900.00000000,64944.21000000,70.96373000,1771820399999,2026-02-23 04:19:59 UTC,4608656.68298920,13778,34.32052000,2228781.67750370
1771820400000,2026-02-23 04:20:00 UTC,64944.21000000,64944.21000000,64797.23000000,64800.00000000,61.87599000,1771820699999,2026-02-23 04:24:59 UTC,4011600.48683460,13603,19.33382000,1253169.49834420
1771820700000,2026-02-23 04:25:00 UTC,64800.00000000,64800.01000000,64719.98000000,64778.13000000,47.30538000,1771820999999,2026-02-23 04:29:59 UTC,3063572.43807910,11261,22.40601000,1450927.80572650
1771821000000,2026-02-23 04:30:00 UTC,64778.14000000,64823.81000000,64761.19000000,64769.57000000,58.06180000,1771821299999,2026-02-23 04:34:59 UTC,3761764.00974390,11248,28.75172000,1862789.48936810
1771821300000,2026-02-23 04:35:00 UTC,64769.58000000,64781.08000000,64685.64000000,64688.41000000,82.14012000,1771821599999,2026-02-23 04:39:59 UTC,5318209.39209250,10553,31.77200000,2056766.06419480
1771821600000,2026-02-23 04:40:00 UTC,64688.41000000,64748.19000000,64688.41000000,64728.73000000,36.70634000,1771821899999,2026-02-23 04:44:59 UTC,2375218.62981980,15485,18.56719000,1201428.34214010
1771821900000,2026-02-23 04:45:00 UTC,64728.72000000,64733.75000000,64710.00000000,64710.01000000,30.44977000,1771822199999,2026-02-23 04:49:59 UTC,1970695.21490070,7161,14.14134000,915213.85601670
1771822200000,2026-02-23 04:50:00 UTC,64710.01000000,64814.85000000,64710.00000000,64811.77000000,68.47091000,1771822499999,2026-02-23 04:54:59 UTC,4433314.89822700,11689,45.61280000,2953411.53275540
1771822500000,2026-02-23 04:55:00 UTC,64811.76000000,64830.80000000,64800.90000000,64808.31000000,73.12570000,1771822799999,2026-02-23 04:59:59 UTC,4739396.82607840,6881,26.06872000,1689531.84019730
1771822800000,2026-02-23 05:00:00 UTC,64808.31000000,64868.71000000,64796.85000000,64868.71000000,97.60918000,1771823099999,2026-02-23 05:04:59 UTC,6328009.17988940,11937,56.46477000,3660505.65312900
1771823100000,2026-02-23 05:05:00 UTC,64868.71000000,64973.78000000,64868.70000000,64968.33000000,82.94004000,1771823399999,2026-02-23 05:09:59 UTC,5385342.14257340,12731,46.99637000,3051278.47057910
1771823400000,2026-02-23 05:10:00 UTC,64968.33000000,65194.51000000,64968.32000000,65096.27000000,163.79986000,1771823699999,2026-02-23 05:14:59 UTC,10662682.79507790,27466,91.89343000,5981630.02435070
1771823700000,2026-02-23 05:15:00 UTC,65096.26000000,65294.80000000,65087.63000000,65123.88000000,180.60057000,1771823999999,2026-02-23 05:19:59 UTC,11776934.56859450,22130,138.49697000,9032662.06382220
1771824000000,2026-02-23 05:20:00 UTC,65123.87000000,65125.50000000,65037.00000000,65046.67000000,56.03912000,1771824299999,2026-02-23 05:24:59 UTC,3647499.28880680,22390,26.83131000,1746525.86696100
1771824300000,2026-02-23 05:25:00 UTC,65046.67000000,65059.02000000,64862.50000000,65044.73000000,231.84272000,1771824599999,2026-02-23 05:29:59 UTC,15057216.89454790,22804,71.00844000,4613476.97968020
1771824600000,2026-02-23 05:30:00 UTC,65044.73000000,65164.38000000,65044.73000000,65097.77000000,146.83206000,1771824899999,2026-02-23 05:34:59 UTC,9561102.26475330,14158,112.36314000,7317456.03328110
1771824900000,2026-02-23 05:35:00 UTC,65097.77000000,65124.00000000,65015.12000000,65039.92000000,75.32706000,1771825199999,2026-02-23 05:39:59 UTC,4901728.83045760,15720,27.07404000,1761553.97841190
1771825200000,2026-02-23 05:40:00 UTC,65039.92000000,65092.00000000,65023.12000000,65024.69000000,41.95760000,1771825499999,2026-02-23 05:44:59 UTC,2729425.18949690,8826,18.44319000,1199738.79068840
1771825500000,2026-02-23 05:45:00 UTC,65024.69000000,65086.06000000,64956.36000000,65003.89000000,64.44877000,1771825799999,2026-02-23 05:49:59 UTC,4189828.14843010,16255,30.00700000,1950884.94801740
1771825800000,2026-02-23 05:50:00 UTC,65003.89000000,65041.19000000,64985.38000000,65013.01000000,42.61411000,1771826099999,2026-02-23 05:54:59 UTC,2770505.56818650,12412,14.85394000,965678.54145950
1771826100000,2026-02-23 05:55:00 UTC,65013.00000000,65077.74000000,64974.00000000,65070.90000000,31.17831000,1771826399999,2026-02-23 05:59:59 UTC,2027354.01485240,8558,15.92921000,1035793.35804580
1771826400000,2026-02-23 06:00:00 UTC,65070.90000000,65129.69000000,65033.90000000,65129.69000000,33.44706000,1771826699999,2026-02-23 06:04:59 UTC,2176708.45017530,9507,15.47074000,1006797.49724130
1771826700000,2026-02-23 06:05:00 UTC,65129.69000000,65200.00000000,65113.36000000,65198.72000000,67.47476000,1771826999999,2026-02-23 06:09:59 UTC,4396101.77236200,12131,33.34771000,2172693.68727260
1771827000000,2026-02-23 06:10:00 UTC,65198.72000000,65381.90000000,65179.99000000,65363.79000000,171.95724000,1771827299999,2026-02-23 06:14:59 UTC,11229542.77716390,23363,128.12737000,8367633.60820500
1771827300000,2026-02-23 06:15:00 UTC,65363.78000000,65379.82000000,65309.74000000,65318.17000000,91.87998000,1771827599999,2026-02-23 06:19:59 UTC,6003849.91918410,19372,41.62190000,2719693.07868350
1771827600000,2026-02-23 06:20:00 UTC,65318.18000000,65456.55000000,65318.18000000,65379.51000000,88.64340000,1771827899999,2026-02-23 06:24:59 UTC,5797024.41066730,20148,32.99639000,2157617.84944170
1771827900000,2026-02-23 06:25:00 UTC,65379.51000000,65405.39000000,65310.00000000,65310.00000000,74.73808000,1771828199999,2026-02-23 06:29:59 UTC,4884010.15321770,15866,36.46356000,2382934.86528020
1771828200000,2026-02-23 06:30:00 UTC,65310.00000000,65410.59000000,65283.80000000,65410.58000000,53.86776000,1771828499999,2026-02-23 06:34:59 UTC,3519330.82357990,14116,24.41828000,1595372.67968740
1771828500000,2026-02-23 06:35:00 UTC,65410.58000000,65677.50000000,65410.58000000,65622.76000000,172.55614000,1771828799999,2026-02-23 06:39:59 UTC,11317254.67420110,35614,93.87250000,6155833.55151900
1771828800000,2026-02-23 06:40:00 UTC,65622.77000000,65643.73000000,65512.67000000,65533.40000000,82.19669000,1771829099999,2026-02-23 06:44:59 UTC,5389264.93473460,20976,37.37928000,2450692.26631030
1771829100000,2026-02-23 06:45:00 UTC,65533.41000000,65718.84000000,65524.79000000,65665.63000000,110.45831000,1771829399999,2026-02-23 06:49:59 UTC,7253435.98765440,22484,58.00589000,3808255.28226490
1771829400000,2026-02-23 06:50:00 UTC,65665.62000000,65802.09000000,65665.62000000,65797.12000000,88.76334000,1771829699999,2026-02-23 06:54:59 UTC,5834040.11009330,24081,49.03372000,3222832.26142320
1771829700000,2026-02-23 06:55:00 UTC,65797.12000000,65797.12000000,65709.30000000,65757.32000000,49.09870000,1771829999999,2026-02-23 06:59:59 UTC,3228076.57714910,16265,25.50190000,1676607.38935240
1771830000000,2026-02-23 07:00:00 UTC,65757.33000000,65833.33000000,65747.48000000,65832.00000000,71.41733000,1771830299999,2026-02-23 07:04:59 UTC,4698699.91247270,22894,39.82959000,2620413.31769300
1771830300000,2026-02-23 07:05:00 UTC,65831.99000000,65899.99000000,65747.89000000,65750.00000000,80.98988000,1771830599999,2026-02-23 07:09:59 UTC,5331304.34436200,25602,44.87410000,2954117.58347180
1771830600000,2026-02-23 07:10:00 UTC,65750.01000000,65876.75000000,65697.50000000,65785.56000000,80.32956000,1771830899999,2026-02-23 07:14:59 UTC,5285598.32520210,20603,43.32652000,2851026.65831900
1771830900000,2026-02-23 07:15:00 UTC,65785.57000000,65833.81000000,65641.55000000,65781.01000000,94.54238000,1771831199999,2026-02-23 07:19:59 UTC,6215392.68631470,17302,49.81956000,3275320.01396910
1771831200000,2026-02-23 07:20:00 UTC,65781.01000000,65783.73000000,65707.30000000,65729.69000000,59.41364000,1771831499999,2026-02-23 07:24:59 UTC,3906130.13618680,15016,27.68247000,1819939.18518630
1771831500000,2026-02-23 07:25:00 UTC,65729.70000000,65815.50000000,65689.65000000,65689.65000000,68.44741000,1771831799999,2026-02-23 07:29:59 UTC,4500267.62454160,15874,35.57762000,2339137.40680280
1771831800000,2026-02-23 07:30:00 UTC,65689.65000000,65774.01000000,65683.71000000,65774.01000000,66.97361000,1771832099999,2026-02-23 07:34:59 UTC,4401549.69665710,15889,47.66307000,3132479.28782450
1771832100000,2026-02-23 07:35:00 UTC,65774.01000000,65948.50000000,65774.00000000,65944.01000000,94.75784000,1771832399999,2026-02-23 07:39:59 UTC,6238399.58392810,18150,74.74318000,4920674.65103000
1771832400000,2026-02-23 07:40:00 UTC,65944.01000000,66015.22000000,65914.82000000,65949.06000000,147.64072000,1771832699999,2026-02-23 07:44:59 UTC,9739613.33506050,27043,87.40924000,5765941.51655580
1771832700000,2026-02-23 07:45:00 UTC,65949.07000000,65991.46000000,65892.13000000,65925.94000000,100.26069000,1771832999999,2026-02-23 07:49:59 UTC,6611546.45683510,14790,65.61519000,4326816.84402800
1771833000000,2026-02-23 07:50:00 UTC,65925.95000000,65979.90000000,65916.70000000,65947.53000000,76.69177000,1771833299999,2026-02-23 07:54:59 UTC,5057350.44684730,8801,47.98032000,3163970.86199100
1771833300000,2026-02-23 07:55:00 UTC,65947.52000000,65970.00000000,65930.77000000,65958.94000000,85.23020000,1771833599999,2026-02-23 07:59:59 UTC,5621078.81628660,7211,46.53071000,3068723.60965080
1771833600000,2026-02-23 08:00:00 UTC,65958.94000000,65958.94000000,65760.25000000,65816.08000000,161.75616000,1771833899999,2026-02-23 08:04:59 UTC,10653715.06371300,21275,45.02704000,2965492.67925910
1771833900000,2026-02-23 08:05:00 UTC,65816.09000000,65830.33000000,65700.00000000,65726.90000000,131.35920000,1771834199999,2026-02-23 08:09:59 UTC,8640123.63847030,16073,34.11164000,2243782.82231590
1771834200000,2026-02-23 08:10:00 UTC,65726.89000000,65850.80000000,65726.89000000,65845.72000000,63.50319000,1771834499999,2026-02-23 08:14:59 UTC,4179109.03455870,11552,43.94033000,2891976.83471040
1771834500000,2026-02-23 08:15:00 UTC,65845.71000000,65873.17000000,65745.90000000,65759.12000000,39.72514000,1771834799999,2026-02-23 08:19:59 UTC,2614028.37711970,17903,14.50005000,954328.86242610
1771834800000,2026-02-23 08:20:00 UTC,65759.12000000,65759.12000000,65606.77000000,65649.89000000,83.63073000,1771835099999,2026-02-23 08:24:59 UTC,5494834.01988280,18689,23.53035000,1545988.19574650
1771835100000,2026-02-23 08:25:00 UTC,65649.88000000,65709.30000000,65593.12000000,65682.68000000,107.11696000,1771835399999,2026-02-23 08:29:59 UTC,7034802.75675200,17811,62.75218000,4121404.39463070
1771835400000,2026-02-23 08:30:00 UTC,65682.69000000,65736.41000000,65615.64000000,65660.06000000,78.36945000,1771835699999,2026-02-23 08:34:59 UTC,5145928.86448450,13858,21.79135000,1431346.91254410
1771835700000,2026-02-23 08:35:00 UTC,65660.06000000,65663.19000000,65579.71000000,65616.73000000,54.37090000,1771835999999,2026-02-23 08:39:59 UTC,3567808.13974890,19854,24.87078000,1631985.00839260
1771836000000,2026-02-23 08:40:00 UTC,65616.73000000,65625.21000000,65580.63000000,65618.09000000,40.89301000,1771836299999,2026-02-23 08:44:59 UTC,2683020.53634920,7617,21.40070000,1404206.19705340
1771836300000,2026-02-23 08:45:00 UTC,65618.10000000,65643.03000000,65593.25000000,65613.98000000,52.81071000,1771836599999,2026-02-23 08:49:59 UTC,3465457.29287260,10349,25.88619000,1698739.21347100
1771836600000,2026-02-23 08:50:00 UTC,65613.98000000,65632.00000000,65565.78000000,65594.55000000,45.81623000,1771836899999,2026-02-23 08:54:59 UTC,3005537.22977530,12187,21.45125000,1407101.00315600
1771836900000,2026-02-23 08:55:00 UTC,65594.55000000,65696.94000000,65594.54000000,65676.44000000,36.19528000,1771837199999,2026-02-23 08:59:59 UTC,2376542.30508580,11339,13.19042000,866063.63011840
1771837200000,2026-02-23 09:00:00 UTC,65676.44000000,65831.04000000,65672.76000000,65811.43000000,101.30354000,1771837499999,2026-02-23 09:04:59 UTC,6663039.78981530,17140,59.72707000,3928037.84689320
1771837500000,2026-02-23 09:05:00 UTC,65811.43000000,65826.00000000,65755.37000000,65787.44000000,55.38444000,1771837799999,2026-02-23 09:09:59 UTC,3644367.55948310,13178,19.99743000,1315805.44159500
1771837800000,2026-02-23 09:10:00 UTC,65787.45000000,65829.77000000,65787.44000000,65816.87000000,28.68388000,1771838099999,2026-02-23 09:14:59 UTC,1887564.47206650,7777,10.61306000,698400.48461440
1771838100000,2026-02-23 09:15:00 UTC,65816.87000000,65846.90000000,65727.89000000,65738.42000000,81.40813000,1771838399999,2026-02-23 09:19:59 UTC,5357949.30882300,12949,54.24452000,3570776.95395720
1771838400000,2026-02-23 09:20:00 UTC,65738.41000000,65760.71000000,65711.07000000,65759.80000000,35.78766000,1771838699999,2026-02-23 09:24:59 UTC,2352634.53351550,10362,15.41917000,1013655.10839160
1771838700000,2026-02-23 09:25:00 UTC,65759.81000000,65874.60000000,65756.59000000,65844.09000000,34.92543000,1771838999999,2026-02-23 09:29:59 UTC,2298238.17696660,12600,14.69789000,967207.16501370
1771839000000,2026-02-23 09:30:00 UTC,65844.09000000,66240.00000000,65823.01000000,66150.24000000,204.92208000,1771839299999,2026-02-23 09:34:59 UTC,13543256.01205060,49923,123.93973000,8189133.96967590
1771839300000,2026-02-23 09:35:00 UTC,66150.23000000,66335.85000000,66150.23000000,66279.19000000,123.55076000,1771839599999,2026-02-23 09:39:59 UTC,8187428.90556860,33856,70.84903000,4694873.40503110
1771839600000,2026-02-23 09:40:00 UTC,66279.20000000,66302.06000000,66231.10000000,66275.84000000,75.61702000,1771839899999,2026-02-23 09:44:59 UTC,5010930.86446430,20914,40.67554000,2695369.77474280
1771839900000,2026-02-23 09:45:00 UTC,66275.84000000,66419.70000000,66268.61000000,66314.58000000,92.25645000,1771840199999,2026-02-23 09:49:59 UTC,6119954.22513880,35223,39.12353000,2595314.41312770
1771840200000,2026-02-23 09:50:00 UTC,66314.58000000,66456.50000000,66244.18000000,66456.50000000,66.32757000,1771840499999,2026-02-23 09:54:59 UTC,4399976.61817390,22434,31.35319000,2079971.47395530
1771840500000,2026-02-23 09:55:00 UTC,66456.50000000,66456.50000000,66382.78000000,66404.91000000,74.79335000,1771840799999,2026-02-23 09:59:59 UTC,4966899.25661270,18913,32.70942000,2172127.83589910
1771840800000,2026-02-23 10:00:00 UTC,66404.92000000,66600.00000000,66337.82000000,66482.34000000,129.22308000,1771841099999,2026-02-23 10:04:59 UTC,8590117.40112390,42492,60.39293000,4014670.18648310
1771841100000,2026-02-23 10:05:00 UTC,66482.33000000,66519.02000000,66339.69000000,66358.25000000,138.58085000,1771841399999,2026-02-23 10:09:59 UTC,9203657.06339710,25785,28.04324000,1862274.44045590
1771841400000,2026-02-23 10:10:00 UTC,66358.25000000,66399.14000000,66296.17000000,66317.40000000,65.68654000,1771841699999,2026-02-23 10:14:59 UTC,4357990.99283960,18436,23.25183000,1542788.38501870
1771841700000,2026-02-23 10:15:00 UTC,66317.39000000,66456.50000000,66269.72000000,66456.49000000,53.89079000,1771841999999,2026-02-23 10:19:59 UTC,3575980.45305900,16093,23.43851000,1555555.28437460
1771842000000,2026-02-23 10:20:00 UTC,66456.50000000,66511.51000000,66429.49000000,66441.99000000,74.07167000,1771842299999,2026-02-23 10:24:59 UTC,4923060.99168590,17410,31.98531000,2125916.56676840
1771842300000,2026-02-23 10:25:00 UTC,66442.00000000,66442.00000000,66354.80000000,66363.25000000,41.70672000,1771842599999,2026-02-23 10:29:59 UTC,2769114.97137280,13676,16.75259000,1112189.92044300
1771842600000,2026-02-23 10:30:00 UTC,66363.25000000,66376.53000000,66279.21000000,66298.37000000,62.82670000,1771842899999,2026-02-23 10:34:59 UTC,4166875.58865070,12567,17.63397000,1169502.55800840
1771842900000,2026-02-23 10:35:00 UTC,66298.37000000,66315.20000000,66220.00000000,66266.03000000,46.69317000,1771843199999,2026-02-23 10:39:59 UTC,3094228.28708970,11692,21.16941000,1402766.47569980
1771843200000,2026-02-23 10:40:00 UTC,66266.02000000,66382.95000000,66266.02000000,66342.62000000,53.83464000,1771843499999,2026-02-23 10:44:59 UTC,3571378.74470220,15835,30.49008000,2022521.43062510
1771843500000,2026-02-23 10:45:00 UTC,66342.63000000,66342.63000000,66244.17000000,66302.68000000,41.95979000,1771843799999,2026-02-23 10:49:59 UTC,2781711.80066370,13527,12.08355000,800910.39617870
1771843800000,2026-02-23 10:50:00 UTC,66302.68000000,66378.29000000,66293.24000000,66365.95000000,35.79119000,1771844099999,2026-02-23 10:54:59 UTC,2374189.79605050,11364,15.87439000,1053101.21058000
1771844100000,2026-02-23 10:55:00 UTC,66365.95000000,66410.00000000,66295.32000000,66319.69000000,44.77686000,1771844399999,2026-02-23 10:59:59 UTC,2971691.93553110,12078,17.19002000,1140815.81962670
1771844400000,2026-02-23 11:00:00 UTC,66319.69000000,66340.80000000,66260.63000000,66260.63000000,28.19087000,1771844699999,2026-02-23 11:04:59 UTC,1869423.23717430,12563,10.85825000,720119.10239930
1771844700000,2026-02-23 11:05:00 UTC,66260.62000000,66338.00000000,66249.44000000,66337.99000000,32.96506000,1771844999999,2026-02-23 11:09:59 UTC,2185672.49324600,12118,14.61799000,969127.66999380
1771845000000,2026-02-23 11:10:00 UTC,66337.99000000,66386.27000000,66337.99000000,66367.07000000,37.69338000,1771845299999,2026-02-23 11:14:59 UTC,2501513.62411090,6953,12.13538000,805299.21173670
1771845300000,2026-02-23 11:15:00 UTC,66367.08000000,66450.52000000,66367.08000000,66447.39000000,56.52013000,1771845599999,2026-02-23 11:19:59 UTC,3754369.16899430,9462,31.05850000,2062979.77496850
1771845600000,2026-02-23 11:20:00 UTC,66447.40000000,66487.37000000,66329.45000000,66329.45000000,35.75451000,1771845899999,2026-02-23 11:24:59 UTC,2374679.90294110,15849,16.26268000,1080271.48390920
1771845900000,2026-02-23 11:25:00 UTC,66329.46000000,66350.33000000,66305.38000000,66325.30000000,35.16850000,1771846199999,2026-02-23 11:29:59 UTC,2332752.47412220,10793,11.96777000,793790.67049040
1771846200000,2026-02-23 11:30:00 UTC,66325.31000000,66325.31000000,66225.61000000,66273.99000000,43.60584000,1771846499999,2026-02-23 11:34:59 UTC,2890294.54942520,14385,16.00474000,1060747.58802560
1771846500000,2026-02-23 11:35:00 UTC,66273.99000000,66297.99000000,66142.18000000,66174.53000000,69.53425000,1771846799999,2026-02-23 11:39:59 UTC,4603025.46182840,17507,21.09535000,1396142.98178890
1771846800000,2026-02-23 11:40:00 UTC,66174.53000000,66191.04000000,66114.30000000,66128.00000000,48.46289000,1771847099999,2026-02-23 11:44:59 UTC,3205735.89039180,11675,14.38460000,951516.97837740
1771847100000,2026-02-23 11:45:00 UTC,66127.99000000,66199.99000000,66114.22000000,66143.01000000,50.57598000,1771847399999,2026-02-23 11:49:59 UTC,3345704.30520960,16407,18.96874000,1254678.65922960
1771847400000,2026-02-23 11:50:00 UTC,66143.01000000,66221.44000000,66139.54000000,66174.70000000,61.28646000,1771847699999,2026-02-23 11:54:59 UTC,4056528.40540440,15699,29.06846000,1923867.20577740
1771847700000,2026-02-23 11:55:00 UTC,66174.70000000,66207.24000000,66168.08000000,66207.23000000,34.69378000,1771847999999,2026-02-23 11:59:59 UTC,2296289.05378180,6403,13.62406000,901716.00554560
1771848000000,2026-02-23 12:00:00 UTC,66207.23000000,66217.61000000,66164.97000000,66182.71000000,36.87172000,1771848299999,2026-02-23 12:04:59 UTC,2440780.21521440,13011,10.21134000,675965.51800020
1771848300000,2026-02-23 12:05:00 UTC,66182.71000000,66261.47000000,66162.57000000,66188.01000000,34.58408000,1771848599999,2026-02-23 12:09:59 UTC,2289784.97754730,14502,15.89486000,1052473.80214210
1771848600000,2026-02-23 12:10:00 UTC,66188.00000000,66228.12000000,66188.00000000,66220.81000000,25.31544000,1771848899999,2026-02-23 12:14:59 UTC,1676286.49484230,5963,10.53945000,697876.99673610
1771848900000,2026-02-23 12:15:00 UTC,66220.81000000,66240.60000000,66178.98000000,66191.60000000,44.84146000,1771849199999,2026-02-23 12:19:59 UTC,2968964.45061910,13380,17.19137000,1138255.25607910
1771849200000,2026-02-23 12:20:00 UTC,66191.60000000,66191.60000000,66025.04000000,66114.30000000,70.85114000,1771849499999,2026-02-23 12:24:59 UTC,4682813.90768040,19870,26.52130000,1752836.20897770
1771849500000,2026-02-23 12:25:00 UTC,66114.31000000,66169.13000000,66114.31000000,66138.83000000,40.10144000,1771849799999,2026-02-23 12:29:59 UTC,2652352.98901070,9605,21.35768000,1412558.04269340
1771849800000,2026-02-23 12:30:00 UTC,66138.82000000,66152.73000000,65886.51000000,65954.54000000,128.72579000,1771850099999,2026-02-23 12:34:59 UTC,8494678.81938550,32019,50.96459000,3362906.91889400
1771850100000,2026-02-23 12:35:00 UTC,65954.54000000,66378.80000000,65954.54000000,66243.80000000,110.20513000,1771850399999,2026-02-23 12:39:59 UTC,7292360.20337750,39611,73.44226000,4858630.78928200
1771850400000,2026-02-23 12:40:00 UTC,66243.80000000,66495.81000000,66234.00000000,66419.33000000,105.61235000,1771850699999,2026-02-23 12:44:59 UTC,7009700.47148870,28941,67.90713000,4507049.11654590
1771850700000,2026-02-23 12:45:00 UTC,66419.33000000,66511.51000000,66348.00000000,66367.55000000,48.13831000,1771850999999,2026-02-23 12:49:59 UTC,3197836.54577040,24015,25.33630000,1683259.47289620
1771851000000,2026-02-23 12:50:00 UTC,66367.55000000,66367.56000000,66322.54000000,66340.37000000,33.53631000,1771851299999,2026-02-23 12:54:59 UTC,2224999.40676620,14758,12.60715000,836386.21875990
1771851300000,2026-02-23 12:55:00 UTC,66340.38000000,66348.30000000,66228.01000000,66280.40000000,75.29370000,1771851599999,2026-02-23 12:59:59 UTC,4990468.30491730,9965,26.21719000,1737413.79012250
1771851600000,2026-02-23 13:00:00 UTC,66280.40000000,66314.00000000,66240.46000000,66254.68000000,96.69038000,1771851899999,2026-02-23 13:04:59 UTC,6408290.72679230,16906,29.68811000,1967643.97811120
1771851900000,2026-02-23 13:05:00 UTC,66254.67000000,66387.11000000,66238.01000000,66329.29000000,74.96915000,1771852199999,2026-02-23 13:09:59 UTC,4970601.42773060,15944,34.24036000,2270621.68970450
1771852200000,2026-02-23 13:10:00 UTC,66329.29000000,66344.48000000,66211.87000000,66220.51000000,41.80906000,1771852499999,2026-02-23 13:14:59 UTC,2770910.96062460,10625,13.93857000,923811.42594130
1771852500000,2026-02-23 13:15:00 UTC,66220.51000000,66228.76000000,66124.34000000,66192.60000000,57.81932000,1771852799999,2026-02-23 13:19:59 UTC,3827170.20283850,17531,19.76740000,1308338.18105400
1771852800000,2026-02-23 13:20:00 UTC,66192.61000000,66257.90000000,66159.49000000,66171.24000000,43.48099000,1771853099999,2026-02-23 13:24:59 UTC,2878532.15495380,11717,14.20742000,940575.63533460
1771853100000,2026-02-23 13:25:00 UTC,66171.25000000,66259.50000000,66133.07000000,66226.66000000,115.53986000,1771853399999,2026-02-23 13:29:59 UTC,7651202.79692010,15097,18.88551000,1250169.59086530
1771853400000,2026-02-23 13:30:00 UTC,66226.65000000,66267.63000000,66172.96000000,66198.00000000,72.83506000,1771853699999,2026-02-23 13:34:59 UTC,4823952.71580930,22095,46.28988000,3065883.71766610
1771853700000,2026-02-23 13:35:00 UTC,66198.00000000,66223.32000000,66142.07000000,66178.98000000,54.45878000,1771853999999,2026-02-23 13:39:59 UTC,3604619.38005890,16645,31.36233000,2075831.62775320
1771854000000,2026-02-23 13:40:00 UTC,66178.98000000,66430.52000000,66178.98000000,66353.16000000,74.60944000,1771854299999,2026-02-23 13:44:59 UTC,4948362.33080670,28504,46.48176000,3082567.81436000
1771854300000,2026-02-23 13:45:00 UTC,66353.15000000,66368.93000000,66283.10000000,66365.24000000,34.54596000,1771854599999,2026-02-23 13:49:59 UTC,2291462.09737180,21248,20.11925000,1334467.69168740
1771854600000,2026-02-23 13:50:00 UTC,66365.25000000,66370.06000000,66258.31000000,66258.31000000,38.58080000,1771854899999,2026-02-23 13:54:59 UTC,2558922.87863670,17848,14.53985000,964412.71147520
1771854900000,2026-02-23 13:55:00 UTC,66258.32000000,66275.20000000,66103.35000000,66132.66000000,102.07474000,1771855199999,2026-02-23 13:59:59 UTC,6756626.41283720,18255,18.66317000,1234542.84372640
1771855200000,2026-02-23 14:00:00 UTC,66132.65000000,66198.00000000,66121.08000000,66189.66000000,49.11205000,1771855499999,2026-02-23 14:04:59 UTC,3249231.70734830,17488,19.90935000,1317165.98368190
1771855500000,2026-02-23 14:05:00 UTC,66189.66000000,66252.61000000,66189.66000000,66236.07000000,31.57891000,1771855799999,2026-02-23 14:09:59 UTC,2091339.50954120,12809,11.88896000,787369.15055380
1771855800000,2026-02-23 14:10:00 UTC,66236.07000000,66264.95000000,66176.49000000,66243.40000000,43.35820000,1771856099999,2026-02-23 14:14:59 UTC,2871869.65310550,14679,13.11016000,868370.63320440
1771856100000,2026-02-23 14:15:00 UTC,66243.40000000,66252.37000000,66124.06000000,66141.17000000,24.78092000,1771856399999,2026-02-23 14:19:59 UTC,1639970.08222190,13072,10.54160000,697572.13689950
