trade_id,symbol,side,leverage,candle_open_time_utc,candle_close_time_utc,candle_close_time_bne,open,close,roi_open_pct,roi_close_pct
1,BTCUSDT,long,10.0,2026-05-04 16:50:00 UTC,2026-05-04 16:54:59 UTC,2026-05-05 02:54:59 Brisbane,80233.11,80105.36,0.005110135892267024,-1.5871334256481024
1,BTCUSDT,long,10.0,2026-05-04 16:55:00 UTC,2026-05-04 16:59:59 UTC,2026-05-05 02:59:59 Brisbane,80105.35,80025.03,-1.5872580631088231,-2.5883461481415715
1,BTCUSDT,long,10.0,2026-05-04 17:00:00 UTC,2026-05-04 17:04:59 UTC,2026-05-05 03:04:59 Brisbane,80025.03,80237.25,-2.5883461481415715,0.05671004465763848
1,BTCUSDT,long,10.0,2026-05-04 17:05:00 UTC,2026-05-04 17:09:59 UTC,2026-05-05 03:09:59 Brisbane,80237.24,80344.31,0.056585407196917833,1.3910786998318714
1,BTCUSDT,long,10.0,2026-05-04 17:10:00 UTC,2026-05-04 17:14:59 UTC,2026-05-05 03:14:59 Brisbane,80344.31,80384.58,1.3910786998318714,1.8929937544168982
1,BTCUSDT,long,10.0,2026-05-04 17:15:00 UTC,2026-05-04 17:19:59 UTC,2026-05-05 03:19:59 Brisbane,80384.57,80439.24,1.8928691169561775,2.5742621150728837
1,BTCUSDT,long,10.0,2026-05-04 17:20:00 UTC,2026-05-04 17:24:59 UTC,2026-05-05 03:24:59 Brisbane,80439.24,80471.54,2.5742621150728837,2.976841113411321
1,BTCUSDT,long,10.0,2026-05-04 17:25:00 UTC,2026-05-04 17:29:59 UTC,2026-05-05 03:29:59 Brisbane,80471.54,80448.16,2.976841113411321,2.6854387300939195
1,BTCUSDT,long,10.0,2026-05-04 17:30:00 UTC,2026-05-04 17:34:59 UTC,2026-05-05 03:34:59 Brisbane,80448.17,80322.4,2.68556336755464,1.1179980232498357
1,BTCUSDT,long,10.0,2026-05-04 17:35:00 UTC,2026-05-04 17:39:59 UTC,2026-05-05 03:39:59 Brisbane,80322.41,80322.14,1.1181226607107377,1.1147574492694665
1,BTCUSDT,long,10.0,2026-05-04 17:40:00 UTC,2026-05-04 17:44:59 UTC,2026-05-05 03:44:59 Brisbane,80322.14,80275.32,1.1147574492694665,0.5312048578697949
1,BTCUSDT,long,10.0,2026-05-04 17:45:00 UTC,2026-05-04 17:49:59 UTC,2026-05-05 03:49:59 Brisbane,80275.32,80412.91,0.5312048578697949,2.246091680823485
1,BTCUSDT,long,10.0,2026-05-04 17:50:00 UTC,2026-05-04 17:54:59 UTC,2026-05-05 03:54:59 Brisbane,80412.9,80443.18,2.2459670433625827,2.6233692746223913
1,BTCUSDT,long,10.0,2026-05-04 17:55:00 UTC,2026-05-04 17:59:59 UTC,2026-05-05 03:59:59 Brisbane,80443.17,80390.81,2.6232446371616707,1.9706428924864874
1,BTCUSDT,long,10.0,2026-05-04 18:00:00 UTC,2026-05-04 18:04:59 UTC,2026-05-05 04:04:59 Brisbane,80390.8,80429.33,1.9705182550257667,2.450746391433975
1,BTCUSDT,long,10.0,2026-05-04 18:05:00 UTC,2026-05-04 18:09:59 UTC,2026-05-05 04:09:59 Brisbane,80429.33,80376.0,2.450746391433975,1.7860548130625407
1,BTCUSDT,long,10.0,2026-05-04 18:10:00 UTC,2026-05-04 18:14:59 UTC,2026-05-05 04:14:59 Brisbane,80376.0,80388.47,1.7860548130625407,1.941477726662621
1,BTCUSDT,long,10.0,2026-05-04 18:15:00 UTC,2026-05-04 18:19:59 UTC,2026-05-05 04:19:59 Brisbane,80388.46,80255.01,1.9413530892019006,0.2780661750134007
1,BTCUSDT,long,10.0,2026-05-04 18:20:00 UTC,2026-05-04 18:24:59 UTC,2026-05-05 04:24:59 Brisbane,80255.01,80239.94,0.2780661750134007,0.09023752160908508
1,BTCUSDT,long,10.0,2026-05-04 18:25:00 UTC,2026-05-04 18:29:59 UTC,2026-05-05 04:29:59 Brisbane,80239.94,80271.14,0.09023752160908508,0.47910639926117815
1,BTCUSDT,long,10.0,2026-05-04 18:30:00 UTC,2026-05-04 18:34:59 UTC,2026-05-05 04:34:59 Brisbane,80271.15,80305.08,0.4792310367218988,0.9021259411686837
1,BTCUSDT,long,10.0,2026-05-04 18:35:00 UTC,2026-05-04 18:39:59 UTC,2026-05-05 04:39:59 Brisbane,80305.07,80250.58,0.9020013037079632,0.2228517798853168
1,BTCUSDT,long,10.0,2026-05-04 18:40:00 UTC,2026-05-04 18:44:59 UTC,2026-05-05 04:44:59 Brisbane,80250.58,80179.0,0.2228517798853168,-0.6693031644204557
1,BTCUSDT,long,10.0,2026-05-04 18:45:00 UTC,2026-05-04 18:49:59 UTC,2026-05-05 04:49:59 Brisbane,80178.99,80159.79,-0.6694278018811762,-0.9087317265903241
1,BTCUSDT,long,10.0,2026-05-04 18:50:00 UTC,2026-05-04 18:54:59 UTC,2026-05-05 04:54:59 Brisbane,80159.8,80045.99,-0.908607089129422,-2.327106030334164
1,BTCUSDT,long,10.0,2026-05-04 18:55:00 UTC,2026-05-04 18:59:59 UTC,2026-05-05 04:59:59 Brisbane,80045.99,80114.91,-2.327106030334164,-1.4681046505974946
1,BTCUSDT,long,10.0,2026-05-04 19:00:00 UTC,2026-05-04 19:04:59 UTC,2026-05-05 05:04:59 Brisbane,80114.91,80025.03,-1.4681046505974946,-2.5883461481415715
1,BTCUSDT,long,10.0,2026-05-04 19:05:00 UTC,2026-05-04 19:09:59 UTC,2026-05-05 05:09:59 Brisbane,80025.03,80064.24,-2.5883461481415715,-2.099642664399825
1,BTCUSDT,long,10.0,2026-05-04 19:10:00 UTC,2026-05-04 19:14:59 UTC,2026-05-05 05:14:59 Brisbane,80064.23,80085.18,-2.099767301860727,-1.8386518215142214
1,BTCUSDT,long,10.0,2026-05-04 19:15:00 UTC,2026-05-04 19:19:59 UTC,2026-05-05 05:19:59 Brisbane,80085.19,79980.03,-1.8385271840533193,-3.1492147216782964
1,BTCUSDT,long,10.0,2026-05-04 19:20:00 UTC,2026-05-04 19:24:59 UTC,2026-05-05 05:24:59 Brisbane,79980.04,79963.31,-3.149090084217576,-3.3576085561124005
1,BTCUSDT,long,10.0,2026-05-04 19:25:00 UTC,2026-05-04 19:29:59 UTC,2026-05-05 05:29:59 Brisbane,79963.31,79930.0,-3.3576085561124005,-3.7727759379903345
1,BTCUSDT,long,10.0,2026-05-04 19:30:00 UTC,2026-05-04 19:34:59 UTC,2026-05-05 05:34:59 Brisbane,79930.0,79955.0,-3.7727759379903345,-3.4611822860254873
1,BTCUSDT,long,10.0,2026-05-04 19:35:00 UTC,2026-05-04 19:39:59 UTC,2026-05-05 05:39:59 Brisbane,79955.01,79917.87,-3.4610576485647666,-3.9239611779237364
1,BTCUSDT,long,10.0,2026-05-04 19:40:00 UTC,2026-05-04 19:44:59 UTC,2026-05-05 05:44:59 Brisbane,79917.87,79998.06,-3.9239611779237364,-2.9244933798812633
1,BTCUSDT,long,10.0,2026-05-04 19:45:00 UTC,2026-05-04 19:49:59 UTC,2026-05-05 05:49:59 Brisbane,79998.05,80056.47,-2.9246180173419836,-2.1964859714305502
1,BTCUSDT,long,10.0,2026-05-04 19:50:00 UTC,2026-05-04 19:54:59 UTC,2026-05-05 05:54:59 Brisbane,80056.46,79991.39,-2.196610608891271,-3.007626566225462
1,BTCUSDT,long,10.0,2026-05-04 19:55:00 UTC,2026-05-04 19:59:59 UTC,2026-05-05 05:59:59 Brisbane,79991.39,80053.31,-3.007626566225462,-2.2358714090389507
1,BTCUSDT,long,10.0,2026-05-04 20:00:00 UTC,2026-05-04 20:04:59 UTC,2026-05-05 06:04:59 Brisbane,80053.31,79999.99,-2.2358714090389507,-2.9004383499494826
1,BTCUSDT,long,10.0,2026-05-04 20:05:00 UTC,2026-05-04 20:09:59 UTC,2026-05-05 06:09:59 Brisbane,80000.0,80022.94,-2.900313712488762,-2.6143953774457893
1,BTCUSDT,long,10.0,2026-05-04 20:10:00 UTC,2026-05-04 20:14:59 UTC,2026-05-05 06:14:59 Brisbane,80022.94,80123.17,-2.6143953774457893,-1.3651541079883742
1,BTCUSDT,long,10.0,2026-05-04 20:15:00 UTC,2026-05-04 20:19:59 UTC,2026-05-05 06:19:59 Brisbane,80123.17,79954.8,-1.3651541079883742,-3.46367503524117
1,BTCUSDT,long,10.0,2026-05-04 20:20:00 UTC,2026-05-04 20:24:59 UTC,2026-05-05 06:24:59 Brisbane,79954.8,79985.45,-3.46367503524117,-3.0816612179323397
1,BTCUSDT,long,10.0,2026-05-04 20:25:00 UTC,2026-05-04 20:29:59 UTC,2026-05-05 06:29:59 Brisbane,79985.46,80027.23,-3.0815365804714374,-2.560925906768701
1,BTCUSDT,long,10.0,2026-05-04 20:30:00 UTC,2026-05-04 20:34:59 UTC,2026-05-05 06:34:59 Brisbane,80027.23,79981.93,-2.560925906768701,-3.125533604129041
1,BTCUSDT,long,10.0,2026-05-04 20:35:00 UTC,2026-05-04 20:39:59 UTC,2026-05-05 06:39:59 Brisbane,79981.94,79909.47,-3.125408966668139,-4.028656644983853
1,BTCUSDT,long,10.0,2026-05-04 20:40:00 UTC,2026-05-04 20:44:59 UTC,2026-05-05 06:44:59 Brisbane,79909.46,79917.14,-4.028781282444573,-3.9330597125610587
1,BTCUSDT,long,10.0,2026-05-04 20:45:00 UTC,2026-05-04 20:49:59 UTC,2026-05-05 06:49:59 Brisbane,79917.14,79989.04,-3.9330597125610587,-3.0369163695102306
1,BTCUSDT,long,10.0,2026-05-04 20:50:00 UTC,2026-05-04 20:54:59 UTC,2026-05-05 06:54:59 Brisbane,79989.03,79939.71,-3.0370410069709517,-3.651752963567108
1,BTCUSDT,long,10.0,2026-05-04 20:55:00 UTC,2026-05-04 20:59:59 UTC,2026-05-05 06:59:59 Brisbane,79939.72,79936.7,-3.6516283261063878,-3.6892688392637916
1,BTCUSDT,long,10.0,2026-05-04 21:00:00 UTC,2026-05-04 21:04:59 UTC,2026-05-05 07:04:59 Brisbane,79936.7,80028.26,-3.6892688392637916,-2.548088248307764
1,BTCUSDT,long,10.0,2026-05-04 21:05:00 UTC,2026-05-04 21:09:59 UTC,2026-05-05 07:09:59 Brisbane,80028.26,80093.77,-2.548088248307764,-1.7315882426989622
1,BTCUSDT,long,10.0,2026-05-04 21:10:00 UTC,2026-05-04 21:14:59 UTC,2026-05-05 07:14:59 Brisbane,80093.77,80115.99,-1.7315882426989622,-1.4546438048325914
1,BTCUSDT,long,10.0,2026-05-04 21:15:00 UTC,2026-05-04 21:19:59 UTC,2026-05-05 07:19:59 Brisbane,80115.99,80101.52,-1.4546438048325914,-1.6349942105898594
1,BTCUSDT,long,10.0,2026-05-04 21:20:00 UTC,2026-05-04 21:24:59 UTC,2026-05-05 07:24:59 Brisbane,80101.52,80275.75,-1.6349942105898594,0.5365642686835033
1,BTCUSDT,long,10.0,2026-05-04 21:25:00 UTC,2026-05-04 21:29:59 UTC,2026-05-05 07:29:59 Brisbane,80275.75,80201.24,0.5365642686835033,-0.3921094516324623
1,BTCUSDT,long,10.0,2026-05-04 21:30:00 UTC,2026-05-04 21:34:59 UTC,2026-05-05 07:34:59 Brisbane,80201.24,80245.32,-0.3921094516324623,0.1572924755119782
1,BTCUSDT,long,10.0,2026-05-04 21:35:00 UTC,2026-05-04 21:39:59 UTC,2026-05-05 07:39:59 Brisbane,80245.33,80261.98,0.1574171129726989,0.36493848518121463
1,BTCUSDT,long,10.0,2026-05-04 21:40:00 UTC,2026-05-04 21:44:59 UTC,2026-05-05 07:44:59 Brisbane,80261.99,80244.06,0.3650631226421166,0.14158815545283385
1,BTCUSDT,long,10.0,2026-05-04 21:45:00 UTC,2026-05-04 21:49:59 UTC,2026-05-05 07:49:59 Brisbane,80244.06,80308.99,0.14158815545283385,0.9508591883360294
1,BTCUSDT,long,10.0,2026-05-04 21:50:00 UTC,2026-05-04 21:54:59 UTC,2026-05-05 07:54:59 Brisbane,80308.99,80289.91,0.9508591883360294,0.7130509131564364
1,BTCUSDT,long,10.0,2026-05-04 21:55:00 UTC,2026-05-04 21:59:59 UTC,2026-05-05 07:59:59 Brisbane,80289.91,80259.17,0.7130509131564364,0.3299153587003948
1,BTCUSDT,long,10.0,2026-05-04 22:00:00 UTC,2026-05-04 22:04:59 UTC,2026-05-05 08:04:59 Brisbane,80259.18,80337.59,0.33003999616111546,1.3073223261837061
1,BTCUSDT,long,10.0,2026-05-04 22:05:00 UTC,2026-05-04 22:09:59 UTC,2026-05-05 08:09:59 Brisbane,80337.59,80313.47,1.3073223261837061,1.0066967707680794
1,BTCUSDT,long,10.0,2026-05-04 22:10:00 UTC,2026-05-04 22:14:59 UTC,2026-05-05 08:14:59 Brisbane,80313.47,80359.64,1.0066967707680794,1.5821479272167376
1,BTCUSDT,long,10.0,2026-05-04 22:15:00 UTC,2026-05-04 22:19:59 UTC,2026-05-05 08:19:59 Brisbane,80359.64,80295.68,1.5821479272167376,0.7849667280297925
1,BTCUSDT,long,10.0,2026-05-04 22:20:00 UTC,2026-05-04 22:24:59 UTC,2026-05-05 08:24:59 Brisbane,80295.68,80281.69,0.7849667280297925,0.6105989203903799
1,BTCUSDT,long,10.0,2026-05-04 22:25:00 UTC,2026-05-04 22:29:59 UTC,2026-05-05 08:29:59 Brisbane,80281.7,80268.73,0.6107235578511008,0.44906877121172334
1,BTCUSDT,long,10.0,2026-05-04 22:30:00 UTC,2026-05-04 22:34:59 UTC,2026-05-05 08:34:59 Brisbane,80268.74,80151.21,0.4491934086726254,-1.0156706679445
1,BTCUSDT,long,10.0,2026-05-04 22:35:00 UTC,2026-05-04 22:39:59 UTC,2026-05-05 08:39:59 Brisbane,80151.21,80139.05,-1.0156706679445,-1.1672298202602454
1,BTCUSDT,long,10.0,2026-05-04 22:40:00 UTC,2026-05-04 22:44:59 UTC,2026-05-05 08:44:59 Brisbane,80139.05,80116.88,-1.1672298202602454,-1.44355107082265
1,BTCUSDT,long,10.0,2026-05-04 22:45:00 UTC,2026-05-04 22:49:59 UTC,2026-05-05 08:49:59 Brisbane,80116.89,80194.94,-1.4434264333619293,-0.47063105192764004
1,BTCUSDT,long,10.0,2026-05-04 22:50:00 UTC,2026-05-04 22:54:59 UTC,2026-05-05 08:54:59 Brisbane,80194.93,80079.5,-0.47075568938854206,-1.9094458992405479
1,BTCUSDT,long,10.0,2026-05-04 22:55:00 UTC,2026-05-04 22:59:59 UTC,2026-05-05 08:59:59 Brisbane,80079.5,80067.23,-1.9094458992405479,-2.0623760636249453
1,BTCUSDT,long,10.0,2026-05-04 23:00:00 UTC,2026-05-04 23:04:59 UTC,2026-05-05 09:04:59 Brisbane,80067.22,79960.6,-2.0625007010856664,-3.391385307985289
1,BTCUSDT,long,10.0,2026-05-04 23:05:00 UTC,2026-05-04 23:09:59 UTC,2026-05-05 09:09:59 Brisbane,79960.6,79917.27,-3.391385307985289,-3.931439425570783
1,BTCUSDT,long,10.0,2026-05-04 23:10:00 UTC,2026-05-04 23:14:59 UTC,2026-05-05 09:14:59 Brisbane,79917.26,79930.08,-3.931564063031686,-3.7717788383040256
1,BTCUSDT,long,10.0,2026-05-04 23:15:00 UTC,2026-05-04 23:19:59 UTC,2026-05-05 09:19:59 Brisbane,79930.09,79943.0,-3.7716542008433045,-3.6107472389686137
1,BTCUSDT,long,10.0,2026-05-04 23:20:00 UTC,2026-05-04 23:24:59 UTC,2026-05-05 09:24:59 Brisbane,79943.0,79882.35,-3.6107472389686137,-4.366673438635261
1,BTCUSDT,long,10.0,2026-05-04 23:25:00 UTC,2026-05-04 23:29:59 UTC,2026-05-05 09:29:59 Brisbane,79882.36,79975.83,-4.366548801174541,-3.2015624552083546
1,BTCUSDT,long,10.0,2026-05-04 23:30:00 UTC,2026-05-04 23:34:59 UTC,2026-05-05 09:34:59 Brisbane,79975.83,79856.62,-3.2015624552083546,-4.687365625237612
1,BTCUSDT,long,10.0,2026-05-04 23:35:00 UTC,2026-05-04 23:39:59 UTC,2026-05-05 09:39:59 Brisbane,79856.62,79803.31,-4.687365625237612,-5.351807928687423
1,BTCUSDT,long,10.0,2026-05-04 23:40:00 UTC,2026-05-04 23:44:59 UTC,2026-05-05 09:44:59 Brisbane,79803.31,79772.8,-5.351807928687423,-5.732076821545258
1,BTCUSDT,long,10.0,2026-05-04 23:45:00 UTC,2026-05-04 23:49:59 UTC,2026-05-05 09:49:59 Brisbane,79772.8,79799.24,-5.732076821545258,-5.402535375227206
1,BTCUSDT,long,10.0,2026-05-04 23:50:00 UTC,2026-05-04 23:54:59 UTC,2026-05-05 09:54:59 Brisbane,79799.25,79851.0,-5.402410737766486,-4.757411878199251
1,BTCUSDT,long,10.0,2026-05-04 23:55:00 UTC,2026-05-04 23:59:59 UTC,2026-05-05 09:59:59 Brisbane,79851.0,79861.01,-4.757411878199251,-4.632649779952592
1,BTCUSDT,long,10.0,2026-05-05 00:00:00 UTC,2026-05-05 00:04:59 UTC,2026-05-05 10:04:59 Brisbane,79861.01,79996.0,-4.632649779952592,-2.9501686968031375
1,BTCUSDT,long,10.0,2026-05-05 00:05:00 UTC,2026-05-05 00:09:59 UTC,2026-05-05 10:09:59 Brisbane,79996.01,79932.27,-2.950044059342417,-3.744483234391875
1,BTCUSDT,long,10.0,2026-05-05 00:10:00 UTC,2026-05-05 00:14:59 UTC,2026-05-05 10:14:59 Brisbane,79932.26,79953.36,-3.7446078718527773,-3.481622829594374
1,BTCUSDT,long,10.0,2026-05-05 00:15:00 UTC,2026-05-05 00:19:59 UTC,2026-05-05 10:19:59 Brisbane,79953.36,79963.12,-3.481622829594374,-3.359976667867363
1,BTCUSDT,long,10.0,2026-05-05 00:20:00 UTC,2026-05-05 00:24:59 UTC,2026-05-05 10:24:59 Brisbane,79963.12,79875.47,-3.359976667867363,-4.452424011656045
1,BTCUSDT,long,10.0,2026-05-05 00:25:00 UTC,2026-05-05 00:29:59 UTC,2026-05-05 10:29:59 Brisbane,79875.47,79861.01,-4.452424011656045,-4.632649779952592
1,BTCUSDT,long,10.0,2026-05-05 00:30:00 UTC,2026-05-05 00:34:59 UTC,2026-05-05 10:34:59 Brisbane,79861.01,80093.96,-4.632649779952592,-1.729220130944
1,BTCUSDT,long,10.0,2026-05-05 00:35:00 UTC,2026-05-05 00:39:59 UTC,2026-05-05 10:39:59 Brisbane,80093.96,80057.1,-1.729220130944,-2.1886338114009782
1,BTCUSDT,long,10.0,2026-05-05 00:40:00 UTC,2026-05-05 00:44:59 UTC,2026-05-05 10:44:59 Brisbane,80057.1,80076.28,-2.1886338114009782,-1.9495791616136344
1,BTCUSDT,long,10.0,2026-05-05 00:45:00 UTC,2026-05-05 00:49:59 UTC,2026-05-05 10:49:59 Brisbane,80076.28,80045.45,-1.9495791616136344,-2.333836453216706
1,BTCUSDT,long,10.0,2026-05-05 00:50:00 UTC,2026-05-05 00:54:59 UTC,2026-05-05 10:54:59 Brisbane,80045.46,80161.85,-2.333711815755804,-0.8830564096682684
1,BTCUSDT,long,10.0,2026-05-05 00:55:00 UTC,2026-05-05 00:59:59 UTC,2026-05-05 10:59:59 Brisbane,80161.86,80170.66,-0.8829317722075477,-0.7732508067158851
1,BTCUSDT,long,10.0,2026-05-05 01:00:00 UTC,2026-05-05 01:04:59 UTC,2026-05-05 11:04:59 Brisbane,80170.66,80126.41,-0.7732508067158851,-1.324771570693665
1,BTCUSDT,long,10.0,2026-05-05 01:05:00 UTC,2026-05-05 01:09:59 UTC,2026-05-05 11:09:59 Brisbane,80126.41,80209.63,-1.324771570693665,-0.28753862203306674
1,BTCUSDT,long,10.0,2026-05-05 01:10:00 UTC,2026-05-05 01:14:59 UTC,2026-05-05 11:14:59 Brisbane,80209.63,80199.62,-0.28753862203306674,-0.41230072027990766
1,BTCUSDT,long,10.0,2026-05-05 01:15:00 UTC,2026-05-05 01:19:59 UTC,2026-05-05 11:19:59 Brisbane,80199.61,80212.32,-0.4124253577406283,-0.25401114508162015
1,BTCUSDT,long,10.0,2026-05-05 01:20:00 UTC,2026-05-05 01:24:59 UTC,2026-05-05 11:24:59 Brisbane,80212.32,80267.06,-0.25401114508162015,0.4282543152604933
1,BTCUSDT,long,10.0,2026-05-05 01:25:00 UTC,2026-05-05 01:29:59 UTC,2026-05-05 11:29:59 Brisbane,80267.07,80273.0,0.42837895272139537,0.50228896696737
1,BTCUSDT,long,10.0,2026-05-05 01:30:00 UTC,2026-05-05 01:34:59 UTC,2026-05-05 11:34:59 Brisbane,80273.0,80216.65,0.50228896696737,-0.20004312456146822
1,BTCUSDT,long,10.0,2026-05-05 01:35:00 UTC,2026-05-05 01:39:59 UTC,2026-05-05 11:39:59 Brisbane,80216.65,80252.12,-0.20004312456146822,0.2420459488462716
1,BTCUSDT,long,10.0,2026-05-05 01:40:00 UTC,2026-05-05 01:44:59 UTC,2026-05-05 11:44:59 Brisbane,80252.12,80246.01,0.2420459488462716,0.16589246030605567
1,BTCUSDT,long,10.0,2026-05-05 01:45:00 UTC,2026-05-05 01:49:59 UTC,2026-05-05 11:49:59 Brisbane,80246.0,80340.91,0.165767822845335,1.3487019631647248
1,BTCUSDT,long,10.0,2026-05-05 01:50:00 UTC,2026-05-05 01:54:59 UTC,2026-05-05 11:54:59 Brisbane,80340.91,80335.84,1.3487019631647248,1.2855107705461668
1,BTCUSDT,long,10.0,2026-05-05 01:55:00 UTC,2026-05-05 01:59:59 UTC,2026-05-05 11:59:59 Brisbane,80335.85,80352.0,1.2856354080070687,1.4869249071762876
1,BTCUSDT,long,10.0,2026-05-05 02:00:00 UTC,2026-05-05 02:04:59 UTC,2026-05-05 12:04:59 Brisbane,80351.99,80497.43,1.486800269715567,3.2995274993861097
1,BTCUSDT,long,10.0,2026-05-05 02:05:00 UTC,2026-05-05 02:09:59 UTC,2026-05-05 12:09:59 Brisbane,80497.44,80442.81,3.2996521368470115,2.6187576885733694
1,BTCUSDT,long,10.0,2026-05-05 02:10:00 UTC,2026-05-05 02:14:59 UTC,2026-05-05 12:14:59 Brisbane,80442.8,80456.36,2.6186330511126488,2.7876414479383533
1,BTCUSDT,long,10.0,2026-05-05 02:15:00 UTC,2026-05-05 02:19:59 UTC,2026-05-05 12:19:59 Brisbane,80456.36,80399.29,2.7876414479383533,2.076335459232913
1,BTCUSDT,long,10.0,2026-05-05 02:20:00 UTC,2026-05-05 02:24:59 UTC,2026-05-05 12:24:59 Brisbane,80399.29,80484.99,2.076335459232913,3.1444784981685543
1,BTCUSDT,long,10.0,2026-05-05 02:25:00 UTC,2026-05-05 02:29:59 UTC,2026-05-05 12:29:59 Brisbane,80485.0,80458.55,3.144603135629275,2.8149370518505026
1,BTCUSDT,long,10.0,2026-05-05 02:30:00 UTC,2026-05-05 02:34:59 UTC,2026-05-05 12:34:59 Brisbane,80458.56,80464.57,2.8150616893112232,2.8899688032436885
1,BTCUSDT,long,10.0,2026-05-05 02:35:00 UTC,2026-05-05 02:39:59 UTC,2026-05-05 12:39:59 Brisbane,80464.56,80722.37,2.8898441657827867,6.103122542305049
1,BTCUSDT,long,10.0,2026-05-05 02:40:00 UTC,2026-05-05 02:44:59 UTC,2026-05-05 12:44:59 Brisbane,80723.12,80809.05,6.112470351863994,7.183480052397662
1,BTCUSDT,long,10.0,2026-05-05 02:45:00 UTC,2026-05-05 02:49:59 UTC,2026-05-05 12:49:59 Brisbane,80809.04,80558.25,7.183355414936759,4.057572535886276
